corpus,file,line,office,section,lesson_span,lesson_count,author,work,source,author_line,incipit
Sancti,Sancti/08-14.txt,38,,Lectio1t,Lectio1-3,3,Augustinus Hipponensis,Tractatus in Iohannis Evangelium,"Tract. 10 in Joann., post init.",Homilia sancti Augustíni Epíscopi,"Beata Virgo Maria, quia fecit voluntatem Patris. Hoc in ea magnificavit Dominus, quia fecit voluntatem Patris, non quia caro gonuit carnem. Intendat caritas vestra. Propterea cum D"
Sancti,Sancti/08-14oct.txt,13,Quinta die infra Octavam S. Laurentii Martyris,Lectio4,Lectio4,1,Maximus Taurinensis,Sermones,Homilia 1 de S. Laurentio,Sermo sancti Maximi Epíscopi,"Sanctum est, fratres, ac Deo placitum, ut natalem beati Laurentii præcipua devotione veneremur: cujus radiantibus flammis victrix in hunc quoque diem toto orbe Christi coruscat Ecc"
Sancti,Sancti/08-14oct.txt,37,Quinta die infra Octavam S. Laurentii Martyris,Lectio7,Lectio7-8,2,Ioannes Chrysostomus,Homiliae,"Homilia 65. in Joánnem, post med.",Homilía sancti Joánnis Chrysóstomi,"Talem, de resurrectione disputans, rationem Paulus étiam attulit. Quam igitur habebunt excusationem qui resurrectionem non credunt, cum in seminibus et in plantis quotidie hoc vide"
Sancti,Sancti/08-15t.txt,117,,Lectio4_,Lectio4,1,Ioannes Damascenus,Sermones,"Oratio 2 de Dormit. B. M. V., post init.",Sermo sancti Joánnis Damascéni,"Hódie sacra et animáta arca Dei vivéntis, quæ suum in útero concépit Creatórem, requiéscit in templo Dómini, quod nullis est exstrúctum mánibus. Et David exsúltat ejus parens, et c"
Sancti,Sancti/08-15t.txt,124,,Lectio4,Lectio4-5,2,Athanasius Alexandrinus,Sermones,De Assumptione?,Sermo S. Athanasii Episcopi,"Hodie regina assistes a dextris filii ubique regnantis, quasi in vestitu deaurato, incorruptionis, et immortalitatis circumamicta varietate, sacris et sollemnibus verbis celebratur"
Sancti,Sancti/08-15t.txt,158,,Lectio7,Lectio7-9,3,Augustinus Hipponensis,Sermones,Serm. 27 de Verb. Dom. t. 10,Homilia sancti Augustíni Epíscopi,"Sanctum Evangelium cum legeretur, audivimus a femina religiosa susceptum esse Dominum hospitio, eaque Martha vocabatur. Et cum esset ipsa occupata in cura ministrandi, soror ejus M"
Sancti,Sancti/08-16bmv.txt,66,Secunda die infra Octavam Assumptionis Beatæ Mariæ Virginis,Lectio7,Lectio7-9,3,Augustinus Hipponensis,...,...,De Homilia sancti Augustíni Epíscopi,Quid autem putamus nos reprebensum esse ministerium Marthæ ... uni instet scientiæ.
Sancti,Sancti/08-17t.txt,21,In Octava S. Laurentii Martyris,Lectio4,Lectio4-5,2,Augustinus Hipponensis,Tractatus 27. in fine.,Tractatus 27. in fine.,Ex Tractatu sancti Augustíni Epíscopi in Joánnem.,"Certi sumus, fratres, quia omnes, qui sumus in corpore Domini, et manemus in illo, ut et ipse maneat in nobis, in hoc sæculo necesse habemus usque in finem inter malos vivere; non "
Sancti,Sancti/08-17t.txt,36,In Octava S. Laurentii Martyris,Lectio7,Lectio7-9,3,Ioannes Chrysostomus,Homiliae,Homilia 66. in Joánnem.,Homilia sancti Joannis Chrysostomi.,"Dulcis præsens vita est, et multæ plena voluptatis, non tamen omnibus, sed iis tantum, qui illi sunt affixi. Quod si quis in cælum suspexerit, et quæ ibi præclara sunt, contemplatu"
Sancti,Sancti/08-18bmv.txt,70,Quarta die infra Octavam S. Assumptionis Beatæ Mariæ Virginis,Lectio4o,Lectio4,1,Ioannes Damascenus,Sermones,Orat. 2 de drom. Deiparæ,Sermo sancti Joannis Damasceni,"Jubilemus in arca Domini Dei toto animo, et muri cadent Hiericontini, contrariarum, inquam potestatum infestæ munitiones. Cum David exsultemus spiritu. Arca enim Domini hodie requi"
Sancti,Sancti/08-18bmv.txt,80,Quarta die infra Octavam S. Assumptionis Beatæ Mariæ Virginis,Lectio4t,Lectio4-5,2,Ioannes Damascenus,Sermones,"Orat. 2 de Dormitione Deiparæ, sub finem",De Sermone sancti Joannis Damasceni,"Ex antíqua accépimus traditióne, quod témpore gloriósæ dormitiónis beátæ Virginis, univérsi quidem sancti Apóstoli, qui orbem terræ ad salútem Géntium peragrábant, moménto témporis"
Sancti,Sancti/08-19bmv.txt,57,Quinta die infra Octavam S. Assumptionis Beatæ Mariæ Virginis,Lectio4,Lectio4-6,3,Bernardus Claraevallensis,Sermones,Serm. 1. de Assumpt. B. M. V.,Sermo sancti Bernardi Abbatis,"Ergo hodie gloriosa cælos ascendens, supernorum gaudia civium copiosis sine dubio cumulavit augmentis. Hæc est enim cujus salutati(5nis vox et ipsos exsultare facit in gaudio, quos"
Sancti,Sancti/08-19bmv.txt,90,Quinta die infra Octavam S. Assumptionis Beatæ Mariæ Virginis,Lectio7,Lectio7-9,3,Augustinus Hipponensis,Sermones,Ex Serm. 27. de Verbis Dom.,De Homilia sancti Augustíni Epíscopi.,"Transit labor multitudinis, et remanet caritas unitatis. Ergo quod elegit Maria, non auferetur ab ea: a te autem Martha, quod elegisti; utique hoc sequitur, utique hoc subintelhgit"
Sancti,Sancti/08-21bmv.txt,52,Septima die infra Octavam Assumptionis Beatæ Mariæ Virginis,Lectio4,Lectio4-6,3,Bernardus Claraevallensis,Sermones,Sermo 1 de Assumpt. B. M. V. n. 1,Sermo sancti Bernardi Abbátis,"Virgo, hódie gloriósa cælos ascendens, supernorum gaudiæ civium copiósis sine dúbio cumulávit augméntis. Hæc est enim, cujus salutatiónis vox et ipsos exsultáre facit in gáudio, qu"
Sancti,Sancti/08-22t.txt,41,,Lectio4,Lectio4,1,Bernardus Claraevallensis,Sermones,"Serm. 4. de Assumptione, circa med.",De Sermone sancti Bernardi Abbatis.,"Non est equidem quod me magis delectet, sed nec est quod terreat magis, quam de gloria Virginis Mariæ habere sermonem. Ecce enim si in ea laudavero virginitatem, mihi multæ virgine"
Sancti,Sancti/08-22t.txt,74,,Lectio7,Lectio7-8,2,Bernardus Claraevallensis,Sermones,Serm. 2. de Assumpt. B. M. V.,Homilia sancti Bernardi Abbatis,"Quid introisse eum dicimus in castellum? Etiam in angustissimum virginalis uteri diversorium introivit. Denique et mulier quædam excepit illum in domum suam. Felix mulier, cujus do"
Sancti,Sancti/08-24.txt,46,S. Bartholomæi Apostoli,Lectio7,Lectio7-9,3,Ambrosius Mediolanensis,Expositio evangelii secundum Lucam,"Lib. 5 Comment. in Luc. cap. 6, post initium",Homilía sancti Ambrósii Epíscopi,"Omnes magni, omnes sublímes montem ascéndunt. Non enim cuicúmque prophéta dicit: Ascénde in montem excélsum, qui evangelízas Sion: exálta in virtúte vocem tuam, qui evangelízas Jer"
Sancti,Sancti/08-27.txt,36,S. Josephi Calasanctii Confessoris,Lectio7,Lectio7-9,3,Ioannes Chrysostomus,Homiliae in Matthaeum,In cap. 18. Matth. Hom. 60.,Homilia sancti Joannis Chrysostomi.,"Videte ne aliquem istorum contempseritis parvulorum, quia eorum Angeli Patris mei faciem semper aspiciunt, et quia ego propter eos veni, et hæc Patris mei voluntas est. Ad tuendos "
Sancti,Sancti/08-29.txt,75,In Decollatione S. Joannis Baptistæ,Lectio4,Lectio4-6,3,Ambrosius Mediolanensis,Lib. 3 post initium.,Lib. 3 post initium.,Ex libro sancti Ambrósii Epíscopi de Virgínibus,"Quóniam beáti Joánnis Baptistæ non strictim prætereunda est recordátio, interest ut quis et a quibus et quam ob causam, quo modo et quo témpore sit occisus, advertere debeamus. Ab "
Sancti,Sancti/08-29.txt,113,In Decollatione S. Joannis Baptistæ,Lectio7,Lectio7-8,2,Augustinus Hipponensis,Sermones,Sermo 10 in novis. Serm.,Homilía sancti Augustíni Epíscopi,"Cum sanctum Evangélium legerétur, crudele spectaculum ante óculos nostros constitutum est: caput sancti Joánnis in disco, feralis missus crudelitátis propter ódium veritátis. Puell"
Sancti,Sancti/09-08.txt,83,,Lectio4,Lectio4-6,3,Augustinus Hipponensis,Sermones,"Sermo 18 de Sanctis, qui est 2 de Annunt. Dominica",Sermo sancti Augustíni Epíscopi,"Adest nobis, dilectíssimi, optátus dies beátæ ac venerábilis semper Vírginis Maríæ; ídeo cum summa exsultatióne gáudeat terra nostra, tantæ Vírginis illustráta natáli. Hæc est enim"
Sancti,Sancti/09-08.txt,118,,Lectio7,Lectio7,1,Hieronymus Stridonensis,Commentarii in Matthaeum,"Liber 1 Comment. in Matth., in initium",Homilía sancti Hierónymi Presbýteri,"In Isaía légimus: Generatiónem ejus quis enarrábit? Non ergo putémus Evangelístam Prophétæ esse contrárium, ut quod ille impossíbile dixit effátu, hic narráre incípiat: quia ibi de"
Sancti,Sancti/09-09bmv.txt,12,,Lectio4,Lectio4-5,2,Augustinus Hipponensis,Sermones,"Serm. 18. de Sanctis, in med.",De Sermone sancti Augustíni Epíscopi.,"Exsultat Maria, et matrem se læta miratur, et de Spiritu sancto se peperisse gaudet; nec quia peperit innupta, terretur; sed quia genuerit, cum exsultatione miratur. O femina super"
Sancti,Sancti/09-09bmv.txt,36,,Lectio7,Lectio7-8,2,Hieronymus Stridonensis,Commentarii in Matthaeum,Lib. 1. Comm. in Matth.,De Homilia sancti Hierónymi Presbýteri.,"Jacob autem genuit Joseph. Hunc locum objecit nobis Julianus Augustus de dissonantia Evangelistarum, cur Evangelista Matthæus Joseph dixerit filium Jacob, et Lucas eum filium appel"
Sancti,Sancti/09-11bmv.txt,11,,Lectio4,Lectio4-6,3,Bernardus Claraevallensis,Sermones,"Sermo in cap. 12. Apocalypsis, ante medium.",Sermo sancti Bernardi Abbatis.,"Novum fecit Dominus super terram, ut mulier circumdaret virum, nec alium quam Christum, de quo dicitur: Ecce vir, Oriens nomen ejus. Novum quoque fecit in cælo, ut mulier sole appa"
Sancti,Sancti/09-11bmv.txt,35,,Lectio7,Lectio7-8,2,Hilarius Pictaviensis,Comment. in Matth. can. 1.,Comment. in Matth. can. 1.,Homilia sancti Hilarii Epíscopi.,"Gressus quem Matthæus in ordine regiæ successionis ediderat, et quem Lucas per sacerdotalem ordinem dinumerat, uterque agnationem in Domino utriusque tribus significat, et rectæ ge"
Sancti,Sancti/09-12bmv.txt,11,,Lectio4,Lectio4-5,2,Ioannes Chrysostomus,Sermones,Apud Metaphrast.,Sermo Sancti Joánnis Chrysóstomi.,"Dei Fílius non díuitem, aut locuplétem áliquam féminam sibi matrem elégit, sed beátam vírginem illa, cujus ánima virtútibus ornáta erat. Cum enim beáta María supra omnem humánam na"
Sancti,Sancti/09-12bmv.txt,26,,Lectio7,Lectio7-9,3,Hilarius Pictaviensis,"Comment. in Matthaei, cap. 1.","Comment. in Matthaei, cap. 1.",De Homilia sancti Hilarii Epíscopi.,"Non refert quis in originis numero atque ordine collocetur, dummodo universorum familia cœpta esse intelligatur ab uno. Itaque cum ejusdem tribus sit Joseph et Maria, dum profectus"
Sancti,Sancti/09-13bmv.txt,11,,Lectio4,Lectio4-6,3,Epiphanius Salaminensis,Lib. 3. hæresi 78. post medium.,Lib. 3. hæresi 78. post medium.,Ex libro sancti Epiphanii Epíscopi adversus hæreses,"Beata Mater Dei Maria per Hevam significatur, quæ per ænigma accepit, ut mater viventium vocetur. Illa etenim mater viventium vocata est, étiam postquam audivit: Terra es, et in te"
Sancti,Sancti/09-13bmv.txt,35,,Lectio7,Lectio7-8,2,Augustinus Hipponensis,Lib. 2. de consensu Evangelist. Cap. 1.,Lib. 2. de consensu Evangelist. Cap. 1.,Homilia S. Augustíni Epíscopi.,"Matthæus Evangelista sic orsus est: Liber generationis Jesu Christi filii David, filii Abraham. Quo exordio suo satis ostendit generationem Christi secundum carnem se suscepisse na"
Sancti,Sancti/09-13bmv.txt,48,,Lectio9,Lectio9,1,Unklarer Autor,Cap. 2.,Cap. 2.,,"Cum autem evidenter dicat Apostolus Paulus ex semine David secundum carnem Christum; ipsam quoque Mariam de stirpe David aliquam consanguinitatem duxisse, dubitare utique non debem"
Sancti,Sancti/09-14.txt,102,,Lectio7,Lectio7,1,Leo Magnus,Sermones,"Sermo 8 de Passione Domini, post medium",Homilía sancti Leónis Papæ,"Exaltáto, dilectíssimi, per Crucem Christo, non illa tantum spécies aspéctui mentis occúrrat, quæ fuit in óculis impiórum, quibus per Móysen dictum est: Et erit pendens vita tua an"
Sancti,Sancti/09-15t.txt,27,,Lectio4o,Lectio4-5,2,Cyrillus Alexandrinus,Sermones,Homilia contra Nestorium.,Sermo sancti Cyrilli Epíscopi Alexandrini.,"Hilarem video hodie cœtum fidelium omnium, qui convenerunt promptis animis, a sancta et Dei Matre Maria semper Virgine convocati. Laus et gloria sit tibi sancta Trinitas, quod omne"
Sancti,Sancti/09-15t.txt,52,,Lectio7,Lectio7-8,2,Ioannes Chrysostomus,Homiliae in Matthaeum,"Homil. 2. in Matth., post init.",Homilia sancti Joannis Chrysostomi.,"Auditu quidem mirabile est quod ineffabilis Deus, et qui nec sermonibus explicari potest, nec cogitationibus comprehendi, Patrique per omnia coæqualis, per Virginis ad nos venit ut"
Sancti,Sancti/09-16.txt,24,"Ss. Cornelii Papæ et Cypriani Episcopi, Martyrum",Lectio6,Lectio6,1,Hieronymus Stridonensis,Cap. 67,Cap. 67,Ex libro sancti Hierónymi Presbýteri de Scriptóribus ecclesiásticis,"Cyprianus, Afer, primum gloriose rhetoricam docuit. Exinde, suadénte presbytero Cæcílio, a quo et cognoméntum sortitus est, christianus factus, omnem substantiam suam paupéribus er"
Sancti,Sancti/09-17.txt,59,Impressionis Stigmatum S. Francisci,Lectio4,Lectio4-6,3,Bonaventura,Legenda S. Francisci cap. 13,Legenda S. Francisci cap. 13,Ex Commentariis sancti Bonaventuræ Episcopi,"Fidelis revera famulus et minister Christi, Franciscus, biennio antequam spíritum redderet cælo, cum in loco excélso seorsum, qui mons Alverniæ dícitur, quadragenárium ad honórem A"
Sancti,Sancti/09-18.txt,71,S. Josephi de Cupertino Confessoris,Lectio7,Lectio7-9,3,Gregorius Magnus,"Liber 2 Homiliar. Hom. 38, circa medium","Liber 2 Homiliar. Hom. 38, circa medium",Homilía sancti Gregórii Papæ,"Quia jam, largiénte Dómino, nuptiárum domum, id est, sanctam Ecclésiam intrastis, solerter, fratres, aspicite, ne aliquid de mentis vestræ habitu rex ingrédiens reprehéndat. Cum ma"
Sancti,Sancti/09-19.txt,41,S. Januarii Episcopi et Sociorum Martyrum,Lectio7,Lectio7-9,3,Hilarius Pictaviensis,Comment. in Matth. cap. 25,Comment. in Matth. cap. 25,Homilía sancti Hilarii Epíscopi,"Discipuli Dóminum intérrogant quando hæc fíerent, quodve signum et adventus sui et consummatiónis sæculi nóscerent. Et, quia tria hæc in unum quæsíta sunt, distinctis et témporis e"
Sancti,Sancti/09-20o.txt,29,In Vigilia S. Matthæi Ap.,Lectio1_,Lectio1,1,Ambrosius Mediolanensis,Expositio evangelii secundum Lucam,Liber 5 Comment. in Lucæ Cap. 5 post initium,Homilía sancti Ambrósii Epíscopi.,"Sequitur mystica est hæc vocátio publicani, quem sequi jubet, non corporis gressu, sed mentis afféctu. Itaque ille, prius avara de mercédibus, dura de labóribus periculisque nautár"
Sancti,Sancti/09-21.txt,36,S. Matthæi Apostoli et Evangelistæ,Lectio7,Lectio7-8,2,Hieronymus Stridonensis,Commentarii in Matthaeum,Liber 1 Comment. in Matth. cap. 9,Homilía sancti Hierónymi Presbýteri,"Céteri Evangelístæ, propter verecúndiam et honórem Matthǽi, noluérunt eum nómine appelláre vulgáto, sed dixérunt, Levi; dúplici quippe vocábulo fuit. Ipse autem Matthǽus (secúndum "
Sancti,Sancti/09-23.txt,25,S. Lini Papæ et Martyris,Lectio5,Lectio5,1,Ambrosius Mediolanensis,Sermones,Sermone 21,De Expositióne sancti Ambrósii Epíscopi in Psalmum centésimum décimum octavum.,"Príncipes persecúti sunt me gratis: et a verbis tuis trepidávit cor meum. Bene hoc Martyr dicit, quod injúste persecutiónum torménta sustineat; qui nihil rapúerit, nullum violentus"
Sancti,Sancti/09-28.txt,34,S. Wenceslai Ducis et Martyris,Lectio7,Lectio7-9,3,Hilarius Pictaviensis,"Comment. in Matth., can. 10","Comment. in Matth., can. 10",Homilía sancti Hilárii Epíscopi,"Quæ ista divísio est? inter prima enim legis præcépta accépimus: Honóra patrem tuum et matrem tuam; et ipse Dóminus ait: Pacem meam do vobis, pacem meam relínquo vobis. Quid sibi v"
Sancti,Sancti/09-29.txt,41,In Dedicatione S. Michaëlis Archangelis,Lectio4,Lectio4,1,Gregorius Magnus,Sermones,Homil. 34 in Evang. ante medium,Sermo sancti Gregórii Papæ,"Novem Angelórum órdines dícimus, quia vidélicet esse, testánte sacro elóquio, scimus: Angelos, Archángelos, Virtútes, Potestátes, Principátus, Dominatiónes, Thronos, Chérubim atque"
Sancti,Sancti/09-29.txt,56,In Dedicatione S. Michaëlis Archangelis,Lectio7,Lectio7-9,3,Hieronymus Stridonensis,Commentarii in Matthaeum,Lib. 3 Comm. in cap. 18 Matth.,Homilía sancti Hierónymi Presbýteri,"Post invéntum statérem, post tribúta réddita, quid sibi vult Apostolórum repentína interrogátio, Quis, putas, major est in regno cælórum? Quia víderant pro Petro et Dómino idem tri"
Sancti,Sancti/09-30.txt,51,S. Hieronymi Presbyteris Confessoris et Ecclesiæ Doctoris,Lectio7,Lectio7-9,3,Hieronymus Stridonensis,Commentarii in Matthaeum,Liber 1 Comment. in cap. 5 Matth.,Homilía S. Hierónymi Presbýteri,"Sal appellántur Apóstoli et Doctores; quia per illos univérsum hóminum condítur genus. Quod si sal evanúerit, in quo saliétur? Si doctor erraverit, a quo alio doctore emendábitur? "
Sancti,Sancti/10-02.txt,130,Ss. Angelorum Custodum,Lectio4,Lectio4-6,3,Bernardus Claraevallensis,Sermones,In Psalmum Qui habitat,Sermo sancti Bernárdi Abbátis,"Angelis suis mandávit de te. Mira dignátio, et vere magna diléctio caritátis. Quis enim? quibus? de quo? quid mandávit? Studióse considerémus, fratres, diligénter commendémus memór"
Sancti,Sancti/10-02.txt,165,Ss. Angelorum Custodum,Lectio7,Lectio7-9,3,Hilarius Pictaviensis,"Comment. in Matth. can. 18, post initium","Comment. in Matth. can. 18, post initium",Homilía sancti Hilarii Epíscopi,"Nónnisi revérsos in natúram puerórum introíre regnum cælórum Dóminus docet: id est, per simplicitátem puerílem vítia córporum nostrórum animǽque revocánda. Púeros autem, credéntes "
Sancti,Sancti/10-18.txt,23,S. Lucæ Evangelistæ,Lectio4,Lectio4-5,2,Hieronymus Stridonensis,Cap. 7,Cap. 7,Ex libro sancti Hierónymi Presbýteri de Scriptóribus Ecclesiásticis,"Lucas médicus Antiochénsis ut ejus scripta índicant, Græci sermónis non ignárus, fuit sectátor Apóstoli Pauli, et omnis peregrinatiónis ejus comes. Scripsit Evangélium, de quo idem"
Sancti,Sancti/10-28.txt,47,Ss. Simonis et Judæ Apostolorum,Lectio7,Lectio7-9,3,Augustinus Hipponensis,Tractatus in Iohannis Evangelium,Tractatus 87 in Joannem,Homilía sancti Augustíni Epíscopi,"In lectióne evangélica quæ hanc antecédit, díxerat Dóminus: Non vos me elegístis; sed ego elégi vos et pósui vos, ut eátis, et fructum afferátis, et fructus vester máneat: ut quodc"
Sancti,Sancti/11-01.txt,194,Omnium Sanctorum,Lectio4,Lectio4-5,2,Beda Venerabilis,Sermones,Sermo 18 de Sanctis,Sermo sancti Bedæ Venerábilis Presbýteri,"Hódie, dilectíssimi, ómnium Sanctórum sub una solemnitátis lætítia celebrámus festivitátem: quorum societáte cælum exsúltat, quorum patrocíniis terra lætátur, triúmphis Ecclésia sa"
Sancti,Sancti/11-01.txt,218,Omnium Sanctorum,Lectio7,Lectio7,1,Augustinus Hipponensis,Sermones,"Lib. 1 de Sermone Domini in monte, sub initium",Homilía sancti Augustíni Epíscopi,"Si quǽritur quid signíficet mons, bene intellégitur significáre majóra præcépta justítiæ, quia minóra erant quæ Judǽis data sunt. Unus tamen Deus per sanctos prophétas et fámulos s"
